run_id,candidate_id,dataset_split,detector_name,anomaly_type,injected_count,detected_count,detection_rate,attempt_index,attempt_seed,multiplier,stage
iqr__multiplier_1p500__attempt_01,iqr__multiplier_1p500,new_products,iqr,price_drop,24,6,0.25,1,42,1.5,coarse
iqr__multiplier_1p500__attempt_01,iqr__multiplier_1p500,new_products,iqr,price_spike,35,12,0.34285714285714286,1,42,1.5,coarse
iqr__multiplier_2p000__attempt_01,iqr__multiplier_2p000,new_prices,iqr,decimal_shift,38,33,0.868421052631579,1,42,2.0,coarse
iqr__multiplier_2p000__attempt_01,iqr__multiplier_2p000,new_prices,iqr,list_price_violation,36,29,0.8055555555555556,1,42,2.0,coarse
iqr__multiplier_2p000__attempt_01,iqr__multiplier_2p000,new_prices,iqr,price_drop,32,29,0.90625,1,42,2.0,coarse
iqr__multiplier_2p000__attempt_01,iqr__multiplier_2p000,new_prices,iqr,price_spike,39,38,0.9743589743589743,1,42,2.0,coarse
iqr__multiplier_2p000__attempt_01,iqr__multiplier_2p000,new_products,iqr,decimal_shift,30,7,0.23333333333333334,1,42,2.0,coarse
iqr__multiplier_2p000__attempt_01,iqr__multiplier_2p000,new_products,iqr,list_price_violation,29,8,0.27586206896551724,1,42,2.0,coarse
iqr__multiplier_2p000__attempt_01,iqr__multiplier_2p000,new_products,iqr,price_drop,24,6,0.25,1,42,2.0,coarse
iqr__multiplier_2p000__attempt_01,iqr__multiplier_2p000,new_products,iqr,price_spike,35,12,0.34285714285714286,1,42,2.0,coarse
iqr__multiplier_2p500__attempt_01,iqr__multiplier_2p500,new_prices,iqr,decimal_shift,38,33,0.868421052631579,1,42,2.5,coarse
iqr__multiplier_2p500__attempt_01,iqr__multiplier_2p500,new_prices,iqr,list_price_violation,36,28,0.7777777777777778,1,42,2.5,coarse
iqr__multiplier_2p500__attempt_01,iqr__multiplier_2p500,new_prices,iqr,price_drop,32,29,0.90625,1,42,2.5,coarse
iqr__multiplier_2p500__attempt_01,iqr__multiplier_2p500,new_prices,iqr,price_spike,39,38,0.9743589743589743,1,42,2.5,coarse
iqr__multiplier_2p500__attempt_01,iqr__multiplier_2p500,new_products,iqr,decimal_shift,30,7,0.23333333333333334,1,42,2.5,coarse
iqr__multiplier_2p500__attempt_01,iqr__multiplier_2p500,new_products,iqr,list_price_violation,29,8,0.27586206896551724,1,42,2.5,coarse
iqr__multiplier_2p500__attempt_01,iqr__multiplier_2p500,new_products,iqr,price_drop,24,6,0.25,1,42,2.5,coarse
iqr__multiplier_2p500__attempt_01,iqr__multiplier_2p500,new_products,iqr,price_spike,35,12,0.34285714285714286,1,42,2.5,coarse
iqr__multiplier_3p000__attempt_01,iqr__multiplier_3p000,new_prices,iqr,decimal_shift,38,33,0.868421052631579,1,42,3.0,coarse
iqr__multiplier_3p000__attempt_01,iqr__multiplier_3p000,new_prices,iqr,list_price_violation,36,28,0.7777777777777778,1,42,3.0,coarse
iqr__multiplier_3p000__attempt_01,iqr__multiplier_3p000,new_prices,iqr,price_drop,32,29,0.90625,1,42,3.0,coarse
iqr__multiplier_3p000__attempt_01,iqr__multiplier_3p000,new_prices,iqr,price_spike,39,38,0.9743589743589743,1,42,3.0,coarse
iqr__multiplier_3p000__attempt_01,iqr__multiplier_3p000,new_products,iqr,decimal_shift,30,7,0.23333333333333334,1,42,3.0,coarse
iqr__multiplier_3p000__attempt_01,iqr__multiplier_3p000,new_products,iqr,list_price_violation,29,8,0.27586206896551724,1,42,3.0,coarse
iqr__multiplier_3p000__attempt_01,iqr__multiplier_3p000,new_products,iqr,price_drop,24,6,0.25,1,42,3.0,coarse
iqr__multiplier_3p000__attempt_01,iqr__multiplier_3p000,new_products,iqr,price_spike,35,12,0.34285714285714286,1,42,3.0,coarse
iqr__multiplier_2p750__attempt_01,iqr__multiplier_2p750,new_prices,iqr,decimal_shift,38,33,0.868421052631579,1,42,2.75,refine
iqr__multiplier_2p750__attempt_01,iqr__multiplier_2p750,new_prices,iqr,list_price_violation,36,28,0.7777777777777778,1,42,2.75,refine
iqr__multiplier_2p750__attempt_01,iqr__multiplier_2p750,new_prices,iqr,price_drop,32,29,0.90625,1,42,2.75,refine
iqr__multiplier_2p750__attempt_01,iqr__multiplier_2p750,new_prices,iqr,price_spike,39,38,0.9743589743589743,1,42,2.75,refine
iqr__multiplier_2p750__attempt_01,iqr__multiplier_2p750,new_products,iqr,decimal_shift,30,7,0.23333333333333334,1,42,2.75,refine
iqr__multiplier_2p750__attempt_01,iqr__multiplier_2p750,new_products,iqr,list_price_violation,29,8,0.27586206896551724,1,42,2.75,refine
iqr__multiplier_2p750__attempt_01,iqr__multiplier_2p750,new_products,iqr,price_drop,24,6,0.25,1,42,2.75,refine
iqr__multiplier_2p750__attempt_01,iqr__multiplier_2p750,new_products,iqr,price_spike,35,12,0.34285714285714286,1,42,2.75,refine
